_id,FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS
1006,20200514,GREY BRUCE,2233,8,79,0
1007,20200514,HALDIMAND-NORFOLK,2234,5,161,30
1008,20200514,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,13,128,19
1009,20200514,HALTON REGION,2236,64,437,24
1010,20200514,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,37,5
1011,20200514,HURON PERTH,5183,1,44,5
1012,20200514,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,60,0
1013,20200514,LAMBTON COUNTY,2242,32,162,17
1014,20200514,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,26,259,46
1015,20200514,MIDDLESEX-LONDON,2244,57,373,46
1016,20200514,NIAGARA REGION,2246,72,449,55
1017,20200514,NORTH BAY PARRY SOUND DISTRICT,2247,2,17,0
1018,20200514,NORTHWESTERN,2249,0,17,0
1019,20200514,OXFORD ELGIN-ST.THOMAS,4913,1,57,4
1020,20200514,PEEL REGION,2253,722,2176,217
1021,20200514,PETERBOROUGH COUNTY-CITY,2255,3,68,2
1022,20200514,PORCUPINE,2256,10,50,5
1023,20200514,RENFREW COUNTY AND DISTRICT,2257,1,16,1
1024,20200514,SIMCOE MUSKOKA DISTRICT,2260,90,278,30
1025,20200514,SUDBURY AND DISTRICT,2261,2,55,2
1026,20200514,THUNDER BAY DISTRICT,2262,3,74,1
1027,20200514,TIMISKAMING,2263,1,17,0
1028,20200514,TORONTO,3895,1308,5308,599
1029,20200514,WATERLOO REGION,2265,136,707,77
1030,20200514,WELLINGTON-DUFFERIN-GUELPH,2266,53,245,30
1031,20200514,WINDSOR-ESSEX COUNTY,2268,136,545,62
1032,20200514,YORK REGION,2270,217,1531,144
1033,20200515,ALGOMA DISTRICT,2226,4,13,0
1034,20200515,BRANT COUNTY,2227,7,97,4
1035,20200515,CHATHAM-KENT,2240,19,87,1
1036,20200515,CITY OF HAMILTON,2237,72,415,25
1037,20200515,CITY OF OTTAWA,2251,242,1318,189
1038,20200515,DURHAM REGION,2230,151,900,153
1039,20200515,EASTERN ONTARIO,2258,27,98,10
1040,20200515,GREY BRUCE,2233,6,81,0
1041,20200515,HALDIMAND-NORFOLK,2234,5,161,30
1042,20200515,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,14,129,19
1043,20200515,HALTON REGION,2236,75,443,25
1044,20200515,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,37,5
1045,20200515,HURON PERTH,5183,1,44,5
1046,20200515,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,60,0
1047,20200515,LAMBTON COUNTY,2242,30,165,17
1048,20200515,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,25,259,48
1049,20200515,MIDDLESEX-LONDON,2244,55,376,46
1050,20200515,NIAGARA REGION,2246,65,455,56
1051,20200515,NORTH BAY PARRY SOUND DISTRICT,2247,2,17,1
1052,20200515,NORTHWESTERN,2249,1,17,0
1053,20200515,OXFORD ELGIN-ST.THOMAS,4913,1,57,4
1054,20200515,PEEL REGION,2253,697,2254,219
1055,20200515,PETERBOROUGH COUNTY-CITY,2255,3,68,2
1056,20200515,PORCUPINE,2256,7,52,6
1057,20200515,RENFREW COUNTY AND DISTRICT,2257,1,16,1
1058,20200515,SIMCOE MUSKOKA DISTRICT,2260,84,292,30
1059,20200515,SUDBURY AND DISTRICT,2261,2,55,2
1060,20200515,THUNDER BAY DISTRICT,2262,3,75,1
1061,20200515,TIMISKAMING,2263,1,17,0
1062,20200515,TORONTO,3895,1328,5499,608
1063,20200515,WATERLOO REGION,2265,135,720,79
1064,20200515,WELLINGTON-DUFFERIN-GUELPH,2266,53,248,31
1065,20200515,WINDSOR-ESSEX COUNTY,2268,134,555,63
1066,20200515,YORK REGION,2270,205,1561,145
1067,20200516,ALGOMA DISTRICT,2226,4,13,0
1068,20200516,BRANT COUNTY,2227,6,98,4
1069,20200516,CHATHAM-KENT,2240,32,87,1
1070,20200516,CITY OF HAMILTON,2237,87,421,26
1071,20200516,CITY OF OTTAWA,2251,229,1343,193
1072,20200516,DURHAM REGION,2230,142,917,154
1073,20200516,EASTERN ONTARIO,2258,27,99,10
1074,20200516,GREY BRUCE,2233,4,82,0
1075,20200516,HALDIMAND-NORFOLK,2234,6,161,30
1076,20200516,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,14,131,19
1077,20200516,HALTON REGION,2236,83,449,25
1078,20200516,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,37,5
1079,20200516,HURON PERTH,5183,0,45,5
1080,20200516,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,60,0
1081,20200516,LAMBTON COUNTY,2242,26,170,18
1082,20200516,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,23,261,48
1083,20200516,MIDDLESEX-LONDON,2244,53,379,46
1084,20200516,NIAGARA REGION,2246,58,463,56
1085,20200516,NORTH BAY PARRY SOUND DISTRICT,2247,2,17,1
1086,20200516,NORTHWESTERN,2249,1,17,0
1087,20200516,OXFORD ELGIN-ST.THOMAS,4913,1,57,4
1088,20200516,PEEL REGION,2253,741,2293,222
1089,20200516,PETERBOROUGH COUNTY-CITY,2255,3,68,2
1090,20200516,PORCUPINE,2256,7,52,6
1091,20200516,RENFREW COUNTY AND DISTRICT,2257,2,16,1
1092,20200516,SIMCOE MUSKOKA DISTRICT,2260,77,307,30
1093,20200516,SUDBURY AND DISTRICT,2261,5,55,2
1094,20200516,THUNDER BAY DISTRICT,2262,3,75,1
1095,20200516,TIMISKAMING,2263,1,17,0
1096,20200516,TORONTO,3895,1295,5678,626
1097,20200516,WATERLOO REGION,2265,116,747,80
1098,20200516,WELLINGTON-DUFFERIN-GUELPH,2266,44,260,31
1099,20200516,WINDSOR-ESSEX COUNTY,2268,130,566,64
1100,20200516,YORK REGION,2270,212,1579,148
1101,20200517,ALGOMA DISTRICT,2226,5,13,0
1102,20200517,BRANT COUNTY,2227,6,98,4
1103,20200517,CHATHAM-KENT,2240,34,88,1
1104,20200517,CITY OF HAMILTON,2237,123,428,27
1105,20200517,CITY OF OTTAWA,2251,223,1370,194
1106,20200517,DURHAM REGION,2230,145,931,155
1107,20200517,EASTERN ONTARIO,2258,25,102,10
1108,20200517,GREY BRUCE,2233,3,83,0
1109,20200517,HALDIMAND-NORFOLK,2234,5,161,31
1110,20200517,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,10,134,19
1111,20200517,HALTON REGION,2236,80,458,25
1112,20200517,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,36,5
1113,20200517,HURON PERTH,5183,0,45,5
1114,20200517,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,60,0
1115,20200517,LAMBTON COUNTY,2242,26,173,18
1116,20200517,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,21,263,48
1117,20200517,MIDDLESEX-LONDON,2244,31,391,48
1118,20200517,NIAGARA REGION,2246,71,467,57
1119,20200517,NORTH BAY PARRY SOUND DISTRICT,2247,2,17,1
1120,20200517,NORTHWESTERN,2249,2,17,0
1121,20200517,OXFORD ELGIN-ST.THOMAS,4913,1,57,4
1122,20200517,PEEL REGION,2253,758,2345,222
1123,20200517,PETERBOROUGH COUNTY-CITY,2255,3,68,2
1124,20200517,PORCUPINE,2256,7,52,6
1125,20200517,RENFREW COUNTY AND DISTRICT,2257,3,16,1
1126,20200517,SIMCOE MUSKOKA DISTRICT,2260,69,316,32
1127,20200517,SUDBURY AND DISTRICT,2261,6,55,2
1128,20200517,THUNDER BAY DISTRICT,2262,3,75,1
1129,20200517,TIMISKAMING,2263,1,17,0
1130,20200517,TORONTO,3895,1252,5821,631
1131,20200517,WATERLOO REGION,2265,118,759,80
1132,20200517,WELLINGTON-DUFFERIN-GUELPH,2266,43,264,32
1133,20200517,WINDSOR-ESSEX COUNTY,2268,125,576,64
1134,20200517,YORK REGION,2270,210,1604,156
1135,20200518,ALGOMA DISTRICT,2226,7,13,0
1136,20200518,BRANT COUNTY,2227,6,98,4
1137,20200518,CHATHAM-KENT,2240,46,88,1
1138,20200518,CITY OF HAMILTON,2237,123,432,27
1139,20200518,CITY OF OTTAWA,2251,213,1384,201
1140,20200518,DURHAM REGION,2230,144,945,161
1141,20200518,EASTERN ONTARIO,2258,27,104,10
1142,20200518,GREY BRUCE,2233,4,84,0
1143,20200518,HALDIMAND-NORFOLK,2234,6,161,31
1144,20200518,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,6,138,19
1145,20200518,HALTON REGION,2236,83,463,25
1146,20200518,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,36,5
1147,20200518,HURON PERTH,5183,0,45,5
1148,20200518,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,60,0
1149,20200518,LAMBTON COUNTY,2242,30,174,19
1150,20200518,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,21,263,48
1151,20200518,MIDDLESEX-LONDON,2244,29,393,48
1152,20200518,NIAGARA REGION,2246,76,473,58
1153,20200518,NORTH BAY PARRY SOUND DISTRICT,2247,1,18,1
1154,20200518,NORTHWESTERN,2249,2,17,0
1155,20200518,OXFORD ELGIN-ST.THOMAS,4913,1,57,4
1156,20200518,PEEL REGION,2253,807,2374,224
1157,20200518,PETERBOROUGH COUNTY-CITY,2255,4,68,2
1158,20200518,PORCUPINE,2256,7,52,6
1159,20200518,RENFREW COUNTY AND DISTRICT,2257,2,16,1
1160,20200518,SIMCOE MUSKOKA DISTRICT,2260,71,322,32
1161,20200518,SUDBURY AND DISTRICT,2261,6,55,2
1162,20200518,THUNDER BAY DISTRICT,2262,2,76,1
1163,20200518,TIMISKAMING,2263,1,17,0
1164,20200518,TORONTO,3895,1195,5951,634
1165,20200518,WATERLOO REGION,2265,114,779,81
1166,20200518,WELLINGTON-DUFFERIN-GUELPH,2266,44,269,32
1167,20200518,WINDSOR-ESSEX COUNTY,2268,131,580,64
1168,20200518,YORK REGION,2270,205,1633,158
1169,20200519,ALGOMA DISTRICT,2226,7,13,0
1170,20200519,BRANT COUNTY,2227,7,98,4
1171,20200519,CHATHAM-KENT,2240,47,89,1
1172,20200519,CITY OF HAMILTON,2237,123,436,27
1173,20200519,CITY OF OTTAWA,2251,208,1410,202
1174,20200519,DURHAM REGION,2230,149,961,162
1175,20200519,EASTERN ONTARIO,2258,18,114,10
1176,20200519,GREY BRUCE,2233,5,84,0
1177,20200519,HALDIMAND-NORFOLK,2234,6,161,31
1178,20200519,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,6,138,19
1179,20200519,HALTON REGION,2236,91,469,25
1180,20200519,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,36,5
1181,20200519,HURON PERTH,5183,0,44,5
1182,20200519,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1183,20200519,LAMBTON COUNTY,2242,32,174,19
1184,20200519,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,29,263,48
1185,20200519,MIDDLESEX-LONDON,2244,29,397,48
1186,20200519,NIAGARA REGION,2246,73,477,58
1187,20200519,NORTH BAY PARRY SOUND DISTRICT,2247,2,18,1
1188,20200519,NORTHWESTERN,2249,2,17,0
1189,20200519,OXFORD ELGIN-ST.THOMAS,4913,2,57,4
1190,20200519,PEEL REGION,2253,839,2411,227
1191,20200519,PETERBOROUGH COUNTY-CITY,2255,3,69,2
1192,20200519,PORCUPINE,2256,6,53,6
1193,20200519,RENFREW COUNTY AND DISTRICT,2257,2,16,1
1194,20200519,SIMCOE MUSKOKA DISTRICT,2260,71,328,32
1195,20200519,SUDBURY AND DISTRICT,2261,6,55,2
1196,20200519,THUNDER BAY DISTRICT,2262,2,76,1
1197,20200519,TIMISKAMING,2263,1,17,0
1198,20200519,TORONTO,3895,1291,6058,640
1199,20200519,WATERLOO REGION,2265,121,794,82
1200,20200519,WELLINGTON-DUFFERIN-GUELPH,2266,42,273,32
1201,20200519,WINDSOR-ESSEX COUNTY,2268,141,579,64
1202,20200519,YORK REGION,2270,204,1653,161
1203,20200520,ALGOMA DISTRICT,2226,4,16,0
1204,20200520,BRANT COUNTY,2227,7,98,4
1205,20200520,CHATHAM-KENT,2240,47,89,1
1206,20200520,CITY OF HAMILTON,2237,125,439,27
1207,20200520,CITY OF OTTAWA,2251,208,1425,206
1208,20200520,DURHAM REGION,2230,140,986,164
1209,20200520,EASTERN ONTARIO,2258,14,118,10
1210,20200520,GREY BRUCE,2233,4,84,0
1211,20200520,HALDIMAND-NORFOLK,2234,4,164,31
1212,20200520,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,8,139,19
1213,20200520,HALTON REGION,2236,84,478,25
1214,20200520,HASTINGS & PRINCE EDWARD COUNTIES,2238,2,36,5
1215,20200520,HURON PERTH,5183,0,45,5
1216,20200520,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1217,20200520,LAMBTON COUNTY,2242,35,176,19
1218,20200520,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,27,266,48
1219,20200520,MIDDLESEX-LONDON,2244,37,399,48
1220,20200520,NIAGARA REGION,2246,69,484,58
1221,20200520,NORTH BAY PARRY SOUND DISTRICT,2247,2,19,1
1222,20200520,NORTHWESTERN,2249,2,17,0
1223,20200520,OXFORD ELGIN-ST.THOMAS,4913,3,57,4
1224,20200520,PEEL REGION,2253,844,2467,229
1225,20200520,PETERBOROUGH COUNTY-CITY,2255,5,69,2
1226,20200520,PORCUPINE,2256,5,54,6
1227,20200520,RENFREW COUNTY AND DISTRICT,2257,1,16,1
1228,20200520,SIMCOE MUSKOKA DISTRICT,2260,65,336,32
1229,20200520,SUDBURY AND DISTRICT,2261,5,56,2
1230,20200520,THUNDER BAY DISTRICT,2262,1,77,1
1231,20200520,TIMISKAMING,2263,1,17,0
1232,20200520,TORONTO,3895,1353,6170,669
1233,20200520,WATERLOO REGION,2265,122,801,86
1234,20200520,WELLINGTON-DUFFERIN-GUELPH,2266,43,274,32
1235,20200520,WINDSOR-ESSEX COUNTY,2268,147,587,64
1236,20200520,YORK REGION,2270,207,1671,163
1237,20200521,ALGOMA DISTRICT,2226,4,16,0
1238,20200521,BRANT COUNTY,2227,7,98,4
1239,20200521,CHATHAM-KENT,2240,51,90,1
1240,20200521,CITY OF HAMILTON,2237,122,444,30
1241,20200521,CITY OF OTTAWA,2251,204,1448,211
1242,20200521,DURHAM REGION,2230,138,1001,165
1243,20200521,EASTERN ONTARIO,2258,10,122,10
1244,20200521,GREY BRUCE,2233,2,85,0
1245,20200521,HALDIMAND-NORFOLK,2234,4,164,31
1246,20200521,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,7,140,19
1247,20200521,HALTON REGION,2236,82,483,25
1248,20200521,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1249,20200521,HURON PERTH,5183,2,45,5
1250,20200521,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1251,20200521,LAMBTON COUNTY,2242,37,178,19
1252,20200521,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,27,265,49
1253,20200521,MIDDLESEX-LONDON,2244,37,402,48
1254,20200521,NIAGARA REGION,2246,73,487,58
1255,20200521,NORTH BAY PARRY SOUND DISTRICT,2247,3,20,1
1256,20200521,NORTHWESTERN,2249,5,17,0
1257,20200521,OXFORD ELGIN-ST.THOMAS,4913,3,57,4
1258,20200521,PEEL REGION,2253,811,2537,230
1259,20200521,PETERBOROUGH COUNTY-CITY,2255,7,69,2
1260,20200521,PORCUPINE,2256,5,54,6
1261,20200521,RENFREW COUNTY AND DISTRICT,2257,4,16,1
1262,20200521,SIMCOE MUSKOKA DISTRICT,2260,62,341,34
1263,20200521,SUDBURY AND DISTRICT,2261,5,56,2
1264,20200521,THUNDER BAY DISTRICT,2262,2,77,1
1265,20200521,TIMISKAMING,2263,1,17,0
1266,20200521,TORONTO,3895,1433,6315,684
1267,20200521,WATERLOO REGION,2265,114,816,86
1268,20200521,WELLINGTON-DUFFERIN-GUELPH,2266,46,276,32
1269,20200521,WINDSOR-ESSEX COUNTY,2268,153,587,64
1270,20200521,YORK REGION,2270,222,1688,166
1271,20200522,ALGOMA DISTRICT,2226,4,16,0
1272,20200522,BRANT COUNTY,2227,8,98,4
1273,20200522,CHATHAM-KENT,2240,51,90,1
1274,20200522,CITY OF HAMILTON,2237,113,453,30
1275,20200522,CITY OF OTTAWA,2251,201,1459,220
1276,20200522,DURHAM REGION,2230,142,1013,165
1277,20200522,EASTERN ONTARIO,2258,9,123,10
1278,20200522,GREY BRUCE,2233,2,84,0
1279,20200522,HALDIMAND-NORFOLK,2234,3,165,31
1280,20200522,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,10,139,19
1281,20200522,HALTON REGION,2236,89,489,25
1282,20200522,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1283,20200522,HURON PERTH,5183,1,45,5
1284,20200522,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,60,0
1285,20200522,LAMBTON COUNTY,2242,44,180,19
1286,20200522,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,27,267,49
1287,20200522,MIDDLESEX-LONDON,2244,36,405,48
1288,20200522,NIAGARA REGION,2246,70,491,58
1289,20200522,NORTH BAY PARRY SOUND DISTRICT,2247,3,20,1
1290,20200522,NORTHWESTERN,2249,5,17,0
1291,20200522,OXFORD ELGIN-ST.THOMAS,4913,9,57,4
1292,20200522,PEEL REGION,2253,832,2579,234
1293,20200522,PETERBOROUGH COUNTY-CITY,2255,6,69,2
1294,20200522,PORCUPINE,2256,5,54,6
1295,20200522,RENFREW COUNTY AND DISTRICT,2257,3,16,1
1296,20200522,SIMCOE MUSKOKA DISTRICT,2260,61,346,34
1297,20200522,SUDBURY AND DISTRICT,2261,4,57,2
1298,20200522,THUNDER BAY DISTRICT,2262,3,77,1
1299,20200522,TIMISKAMING,2263,1,17,0
1300,20200522,TORONTO,3895,1554,6430,694
1301,20200522,WATERLOO REGION,2265,103,829,86
1302,20200522,WELLINGTON-DUFFERIN-GUELPH,2266,50,276,32
1303,20200522,WINDSOR-ESSEX COUNTY,2268,163,598,64
1304,20200522,YORK REGION,2270,225,1710,171
1305,20200523,ALGOMA DISTRICT,2226,4,16,0
1306,20200523,BRANT COUNTY,2227,9,98,4
1307,20200523,CHATHAM-KENT,2240,26,115,1
1308,20200523,CITY OF HAMILTON,2237,116,459,30
1309,20200523,CITY OF OTTAWA,2251,185,1470,228
1310,20200523,DURHAM REGION,2230,142,1022,165
1311,20200523,EASTERN ONTARIO,2258,10,123,10
1312,20200523,GREY BRUCE,2233,2,84,0
1313,20200523,HALDIMAND-NORFOLK,2234,8,165,31
1314,20200523,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,8,143,19
1315,20200523,HALTON REGION,2236,90,494,25
1316,20200523,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1317,20200523,HURON PERTH,5183,1,45,5
1318,20200523,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1319,20200523,LAMBTON COUNTY,2242,44,180,20
1320,20200523,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,23,271,49
1321,20200523,MIDDLESEX-LONDON,2244,30,410,48
1322,20200523,NIAGARA REGION,2246,67,498,58
1323,20200523,NORTH BAY PARRY SOUND DISTRICT,2247,3,20,1
1324,20200523,NORTHWESTERN,2249,5,17,0
1325,20200523,OXFORD ELGIN-ST.THOMAS,4913,9,57,4
1326,20200523,PEEL REGION,2253,854,2644,235
1327,20200523,PETERBOROUGH COUNTY-CITY,2255,8,69,2
1328,20200523,PORCUPINE,2256,4,55,6
1329,20200523,RENFREW COUNTY AND DISTRICT,2257,3,16,1
1330,20200523,SIMCOE MUSKOKA DISTRICT,2260,65,348,34
1331,20200523,SUDBURY AND DISTRICT,2261,3,57,2
1332,20200523,THUNDER BAY DISTRICT,2262,2,78,1
1333,20200523,TIMISKAMING,2263,1,17,0
1334,20200523,TORONTO,3895,1547,6619,711
1335,20200523,WATERLOO REGION,2265,103,837,86
1336,20200523,WELLINGTON-DUFFERIN-GUELPH,2266,50,280,32
1337,20200523,WINDSOR-ESSEX COUNTY,2268,173,605,64
1338,20200523,YORK REGION,2270,249,1736,171
1339,20200524,ALGOMA DISTRICT,2226,4,16,0
1340,20200524,BRANT COUNTY,2227,10,98,5
1341,20200524,CHATHAM-KENT,2240,26,116,1
1342,20200524,CITY OF HAMILTON,2237,124,465,32
1343,20200524,CITY OF OTTAWA,2251,182,1477,233
1344,20200524,DURHAM REGION,2230,147,1036,167
1345,20200524,EASTERN ONTARIO,2258,10,124,11
1346,20200524,GREY BRUCE,2233,3,84,0
1347,20200524,HALDIMAND-NORFOLK,2234,7,165,31
1348,20200524,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,8,142,18
1349,20200524,HALTON REGION,2236,86,501,25
1350,20200524,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1351,20200524,HURON PERTH,5183,1,46,5
1352,20200524,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1353,20200524,LAMBTON COUNTY,2242,45,182,20
1354,20200524,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,21,274,49
1355,20200524,MIDDLESEX-LONDON,2244,39,412,48
1356,20200524,NIAGARA REGION,2246,63,506,58
1357,20200524,NORTH BAY PARRY SOUND DISTRICT,2247,4,20,1
1358,20200524,NORTHWESTERN,2249,5,17,0
1359,20200524,OXFORD ELGIN-ST.THOMAS,4913,9,57,4
1360,20200524,PEEL REGION,2253,912,2684,238
1361,20200524,PETERBOROUGH COUNTY-CITY,2255,7,70,2
1362,20200524,PORCUPINE,2256,4,55,6
1363,20200524,RENFREW COUNTY AND DISTRICT,2257,3,16,1
1364,20200524,SIMCOE MUSKOKA DISTRICT,2260,61,354,34
1365,20200524,SUDBURY AND DISTRICT,2261,3,57,2
1366,20200524,THUNDER BAY DISTRICT,2262,2,78,1
1367,20200524,TIMISKAMING,2263,1,17,0
1368,20200524,TORONTO,3895,1563,6799,720
1369,20200524,WATERLOO REGION,2265,102,847,86
1370,20200524,WELLINGTON-DUFFERIN-GUELPH,2266,50,280,32
1371,20200524,WINDSOR-ESSEX COUNTY,2268,186,617,64
1372,20200524,YORK REGION,2270,260,1767,174
1373,20200525,ALGOMA DISTRICT,2226,4,16,0
1374,20200525,BRANT COUNTY,2227,9,99,5
1375,20200525,CHATHAM-KENT,2240,26,116,1
1376,20200525,CITY OF HAMILTON,2237,134,466,33
1377,20200525,CITY OF OTTAWA,2251,172,1491,234
1378,20200525,DURHAM REGION,2230,148,1048,167
1379,20200525,EASTERN ONTARIO,2258,9,124,12
1380,20200525,GREY BRUCE,2233,2,85,0
1381,20200525,HALDIMAND-NORFOLK,2234,8,165,31
1382,20200525,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,8,143,19
1383,20200525,HALTON REGION,2236,83,509,25
1384,20200525,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1385,20200525,HURON PERTH,5183,1,46,5
1386,20200525,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,60,0
1387,20200525,LAMBTON COUNTY,2242,40,188,20
1388,20200525,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,20,276,49
1389,20200525,MIDDLESEX-LONDON,2244,39,413,49
1390,20200525,NIAGARA REGION,2246,62,509,58
1391,20200525,NORTH BAY PARRY SOUND DISTRICT,2247,3,21,1
1392,20200525,NORTHWESTERN,2249,5,17,0
1393,20200525,OXFORD ELGIN-ST.THOMAS,4913,9,58,4
1394,20200525,PEEL REGION,2253,936,2732,257
1395,20200525,PETERBOROUGH COUNTY-CITY,2255,8,71,2
1396,20200525,PORCUPINE,2256,3,55,7
1397,20200525,RENFREW COUNTY AND DISTRICT,2257,4,17,1
1398,20200525,SIMCOE MUSKOKA DISTRICT,2260,60,356,34
1399,20200525,SUDBURY AND DISTRICT,2261,2,58,2
1400,20200525,THUNDER BAY DISTRICT,2262,2,78,1
1401,20200525,TIMISKAMING,2263,1,17,0
1402,20200525,TORONTO,3895,1654,6898,722
1403,20200525,WATERLOO REGION,2265,97,856,86
1404,20200525,WELLINGTON-DUFFERIN-GUELPH,2266,55,279,33
1405,20200525,WINDSOR-ESSEX COUNTY,2268,209,631,64
1406,20200525,YORK REGION,2270,289,1762,175
1407,20200526,ALGOMA DISTRICT,2226,3,17,0
1408,20200526,BRANT COUNTY,2227,9,99,5
1409,20200526,CHATHAM-KENT,2240,9,133,1
1410,20200526,CITY OF HAMILTON,2237,140,469,33
1411,20200526,CITY OF OTTAWA,2251,167,1501,235
1412,20200526,DURHAM REGION,2230,158,1061,168
1413,20200526,EASTERN ONTARIO,2258,9,124,12
1414,20200526,GREY BRUCE,2233,2,85,0
1415,20200526,HALDIMAND-NORFOLK,2234,8,165,31
1416,20200526,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,7,144,19
1417,20200526,HALTON REGION,2236,73,522,25
1418,20200526,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1419,20200526,HURON PERTH,5183,1,46,5
1420,20200526,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,61,0
1421,20200526,LAMBTON COUNTY,2242,36,192,21
1422,20200526,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,20,276,49
1423,20200526,MIDDLESEX-LONDON,2244,38,415,50
1424,20200526,NIAGARA REGION,2246,53,519,59
1425,20200526,NORTH BAY PARRY SOUND DISTRICT,2247,3,21,1
1426,20200526,NORTHWESTERN,2249,5,17,0
1427,20200526,OXFORD ELGIN-ST.THOMAS,4913,7,60,4
1428,20200526,PEEL REGION,2253,951,2765,261
1429,20200526,PETERBOROUGH COUNTY-CITY,2255,7,72,2
1430,20200526,PORCUPINE,2256,3,55,7
1431,20200526,RENFREW COUNTY AND DISTRICT,2257,5,17,1
1432,20200526,SIMCOE MUSKOKA DISTRICT,2260,55,361,34
1433,20200526,SUDBURY AND DISTRICT,2261,2,58,2
1434,20200526,THUNDER BAY DISTRICT,2262,2,78,1
1435,20200526,TIMISKAMING,2263,1,17,0
1436,20200526,TORONTO,3895,1699,7000,728
1437,20200526,WATERLOO REGION,2265,92,866,87
1438,20200526,WELLINGTON-DUFFERIN-GUELPH,2266,52,282,33
1439,20200526,WINDSOR-ESSEX COUNTY,2268,202,640,64
1440,20200526,YORK REGION,2270,290,1782,180
1441,20200527,ALGOMA DISTRICT,2226,4,17,0
1442,20200527,BRANT COUNTY,2227,8,100,5
1443,20200527,CHATHAM-KENT,2240,10,133,1
1444,20200527,CITY OF HAMILTON,2237,130,477,35
1445,20200527,CITY OF OTTAWA,2251,163,1516,238
1446,20200527,DURHAM REGION,2230,147,1084,168
1447,20200527,EASTERN ONTARIO,2258,9,124,12
1448,20200527,GREY BRUCE,2233,2,85,0
1449,20200527,HALDIMAND-NORFOLK,2234,8,165,31
1450,20200527,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,7,145,19
1451,20200527,HALTON REGION,2236,66,532,25
1452,20200527,HASTINGS & PRINCE EDWARD COUNTIES,2238,1,38,5
1453,20200527,HURON PERTH,5183,1,46,5
1454,20200527,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,0,61,0
1455,20200527,LAMBTON COUNTY,2242,37,195,21
1456,20200527,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,19,278,49
1457,20200527,MIDDLESEX-LONDON,2244,38,417,52
1458,20200527,NIAGARA REGION,2246,44,527,59
1459,20200527,NORTH BAY PARRY SOUND DISTRICT,2247,3,21,1
1460,20200527,NORTHWESTERN,2249,4,18,0
