_id,date,oh_region,ICU,ICU_vented,hospitalizations
1426,2020-12-28T00:00:00,WEST,72,43,330
1427,2020-12-29T00:00:00,WEST,71,42,345
1428,2020-12-30T00:00:00,WEST,75,42,353
1429,2020-12-31T00:00:00,WEST,83,43,392
1430,2021-01-01T00:00:00,WEST,88,45,388
1431,2021-01-02T00:00:00,WEST,83,48,420
1432,2021-01-03T00:00:00,WEST,82,50,424
1433,2021-01-04T00:00:00,WEST,84,39,438
1434,2021-01-05T00:00:00,WEST,90,59,441
1435,2021-01-06T00:00:00,WEST,95,59,433
1436,2021-01-07T00:00:00,WEST,94,56,428
1437,2021-01-08T00:00:00,WEST,94,57,425
1438,2021-01-09T00:00:00,WEST,97,53,418
1439,2021-01-10T00:00:00,WEST,101,59,418
1440,2021-01-11T00:00:00,WEST,103,58,440
1441,2021-01-12T00:00:00,WEST,102,60,462
1442,2021-01-13T00:00:00,WEST,106,65,452
1443,2021-01-14T00:00:00,WEST,109,71,459
1444,2021-01-15T00:00:00,WEST,108,73,465
1445,2021-01-16T00:00:00,WEST,109,69,445
1446,,,,,
